LATITUDE,LONGITUDE,STATION,STRATUM,YEAR,DATETIME,WTCPUE,NUMCPUE,COMMON,SCIENTIFIC,SID,BOT_DEPTH,BOT_TEMP,SURF_TEMP,VESSEL,CRUISE,HAUL                                                                                                                                                                                                                                                                                                                                                                             
62.76084,-167.58103,NBS-46,70,2018,8/13/2018 07:39,0.0365,0.2149,Alaska skate egg case,Bathyraja parmifera egg case,474,24,5.9,4.9,162,201801,228
60.76415,-169.48741,NBS-30,70,2018,8/14/2018 15:44,0.0231,0.2139,Alaska skate egg case,Bathyraja parmifera egg case,474,43,5.6,8.5,162,201801,234
61.25117,-172.73427,NBS-8,81,2018,7/31/2018 14:34,0.251,0.4255,arrowtooth flounder,Atheresthes stomias,10110,66,4.2,9.8,94,201801,217
61.25222,-170.65469,NBS-21,81,2018,8/3/2018 07:27,1.1277,1.1402,arrowtooth flounder,Atheresthes stomias,10110,48,3.3,9.7,94,201801,227
60.76125,-170.58796,NBS-22,81,2018,8/3/2018 11:01,0.3464,0.2249,arrowtooth flounder,Atheresthes stomias,10110,53,4.2,9.8,94,201801,228
62.24431,-175.21994,NBS-1,81,2018,8/1/2018 07:38,0.2293,0.2104,arrowtooth flounder,Atheresthes stomias,10110,78,1.4,9.1,162,201801,196
62.73051,-174.07743,NBS-2,81,2018,8/1/2018 15:11,0.0902,0.2051,arrowtooth flounder,Atheresthes stomias,10110,71,1.7,9.6,162,201801,198
61.76376,-172.8032,NBS-7,81,2018,8/2/2018 11:07,0.006,0.2145,arrowtooth flounder,Atheresthes stomias,10110,62,2.6,9.9,162,201801,201
61.7508,-171.84866,NBS-13,81,2018,8/2/2018 14:36,0.2727,0.4196,arrowtooth flounder,Atheresthes stomias,10110,56,2.6,10.3,162,201801,202
60.76415,-169.48741,NBS-30,70,2018,8/14/2018 15:44,0.3144,0.4278,arrowtooth flounder,Atheresthes stomias,10110,43,5.6,8.5,162,201801,234
61.25117,-172.73427,NBS-8,81,2018,7/31/2018 14:34,0.5829,0.4255,Kamchatka flounder,Atheresthes evermanni,10112,66,4.2,9.8,94,201801,217
61.25612,-171.77692,NBS-14,81,2018,7/31/2018 18:24,0.2005,0.2088,Kamchatka flounder,Atheresthes evermanni,10112,58,2.8,9.6,94,201801,218
60.76125,-170.58796,NBS-22,81,2018,8/3/2018 11:01,0.2969,0.2249,Kamchatka flounder,Atheresthes evermanni,10112,53,4.2,9.8,94,201801,228
62.24431,-175.21994,NBS-1,81,2018,8/1/2018 07:38,0.8732,0.4208,Kamchatka flounder,Atheresthes evermanni,10112,78,1.4,9.1,162,201801,196
62.2492,-174.01861,NBS-3,81,2018,8/1/2018 11:37,0.3934,0.4174,Kamchatka flounder,Atheresthes evermanni,10112,64,1.9,9.4,162,201801,197
61.25117,-172.73427,NBS-8,81,2018,7/31/2018 14:34,0.6446,0.4255,Greenland turbot,Reinhardtius hippoglossoides,10115,66,4.2,9.8,94,201801,217
60.76125,-170.58796,NBS-22,81,2018,8/3/2018 11:01,0.6073,0.2249,Greenland turbot,Reinhardtius hippoglossoides,10115,53,4.2,9.8,94,201801,228
62.24431,-175.21994,NBS-1,81,2018,8/1/2018 07:38,2.0199,1.2624,Greenland turbot,Reinhardtius hippoglossoides,10115,78,1.4,9.1,162,201801,196
62.2492,-174.01861,NBS-3,81,2018,8/1/2018 11:37,0.1837,0.2087,Greenland turbot,Reinhardtius hippoglossoides,10115,64,1.9,9.4,162,201801,197
61.25579,-169.50437,NBS-29,70,2018,8/2/2018 18:29,1.1096,0.2266,Pacific halibut,Hippoglossus stenolepis,10120,42,4.4,10.1,94,201801,226
62.23029,-171.90859,NBS-12,70,2018,8/2/2018 18:19,0.9951,0.2218,Pacific halibut,Hippoglossus stenolepis,10120,47,2.7,10.2,162,201801,203
65.25117,-167.8867,NBS-41,71,2018,8/5/2018 16:08,2.3614,0.232,Pacific halibut,Hippoglossus stenolepis,10120,33,4,13.7,162,201801,212
63.73008,-166.59452,NBS-49,71,2018,8/9/2018 07:48,0.6353,0.2282,Pacific halibut,Hippoglossus stenolepis,10120,29,4.3,12.4,162,201801,213
64.25088,-167.63656,NBS-43,71,2018,8/9/2018 14:44,0.9587,0.2338,Pacific halibut,Hippoglossus stenolepis,10120,32,5,12.7,162,201801,215
64.27223,-168.81443,NBS-33,71,2018,8/10/2018 14:44,5.3555,1.0073,Pacific halibut,Hippoglossus stenolepis,10120,40,6.1,11.5,162,201801,218
63.75308,-169.96419,NBS-25,70,2018,8/11/2018 14:51,3.1202,0.6088,Pacific halibut,Hippoglossus stenolepis,10120,43,9,10,162,201801,222
63.75038,-168.83549,NBS-34,71,2018,8/11/2018 18:19,1.7406,0.5085,Pacific halibut,Hippoglossus stenolepis,10120,34,6.4,11,162,201801,223
63.77148,-167.66989,NBS-44,71,2018,8/12/2018 07:33,2.1674,0.2283,Pacific halibut,Hippoglossus stenolepis,10120,31,4.6,11.2,162,201801,224
63.25763,-167.61765,NBS-45,71,2018,8/12/2018 11:28,2.9437,0.2292,Pacific halibut,Hippoglossus stenolepis,10120,36,4.9,11.2,162,201801,225
62.76084,-167.58103,NBS-46,70,2018,8/13/2018 07:39,8.6015,1.2894,Pacific halibut,Hippoglossus stenolepis,10120,24,5.9,4.9,162,201801,228
62.26211,-167.54307,NBS-47,70,2018,8/13/2018 11:17,2.6582,0.6522,Pacific halibut,Hippoglossus stenolepis,10120,25,7.1,11.2,162,201801,229
62.26547,-168.62546,NBS-35,70,2018,8/13/2018 15:35,0.5552,0.2212,Pacific halibut,Hippoglossus stenolepis,10120,33,4,10.8,162,201801,230
61.78443,-168.62122,NBS-37,70,2018,8/13/2018 19:04,1.3436,0.458,Pacific halibut,Hippoglossus stenolepis,10120,34,6.7,9.9,162,201801,231
61.27117,-168.60603,NBS-38,70,2018,8/14/2018 07:53,8.605,3.1397,Pacific halibut,Hippoglossus stenolepis,10120,33,8.7,8.9,162,201801,232
60.76255,-168.53513,NBS-39,70,2018,8/14/2018 11:31,2.9551,1.5671,Pacific halibut,Hippoglossus stenolepis,10120,35,9.6,9.6,162,201801,233
60.76415,-169.48741,NBS-30,70,2018,8/14/2018 15:44,10.8464,3.2084,Pacific halibut,Hippoglossus stenolepis,10120,43,5.6,8.5,162,201801,234
61.7234,-170.75554,NBS-20,70,2018,8/1/2018 07:30,0.0797,0.2065,flathead sole,Hippoglossoides elassodon,10130,49,3.6,10.5,94,201801,219
61.25222,-170.65469,NBS-21,81,2018,8/3/2018 07:27,0.4084,0.6841,flathead sole,Hippoglossoides elassodon,10130,48,3.3,9.7,94,201801,227
62.24431,-175.21994,NBS-1,81,2018,8/1/2018 07:38,0.2958,0.8416,flathead sole,Hippoglossoides elassodon,10130,78,1.4,9.1,162,201801,196
62.2492,-174.01861,NBS-3,81,2018,8/1/2018 11:37,0.4721,0.8348,flathead sole,Hippoglossoides elassodon,10130,64,1.9,9.4,162,201801,197
62.73051,-174.07743,NBS-2,81,2018,8/1/2018 15:11,0.324,0.6153,flathead sole,Hippoglossoides elassodon,10130,71,1.7,9.6,162,201801,198
61.25117,-172.73427,NBS-8,81,2018,7/31/2018 14:34,1.0127,2.5529,Bering flounder,Hippoglossoides robustus,10140,66,4.2,9.8,94,201801,217
61.25612,-171.77692,NBS-14,81,2018,7/31/2018 18:24,0.3843,1.253,Bering flounder,Hippoglossoides robustus,10140,58,2.8,9.6,94,201801,218
61.7234,-170.75554,NBS-20,70,2018,8/1/2018 07:30,0.6732,2.6845,Bering flounder,Hippoglossoides robustus,10140,49,3.6,10.5,94,201801,219
62.23226,-170.81739,NBS-19,70,2018,8/1/2018 11:04,0.2456,1.2705,Bering flounder,Hippoglossoides robustus,10140,45,1.8,10.2,94,201801,220
62.74098,-170.8993,NBS-18,70,2018,8/1/2018 14:38,0.7712,4.3819,Bering flounder,Hippoglossoides robustus,10140,44,1.4,10.2,94,201801,221
62.77532,-169.72241,NBS-26,70,2018,8/2/2018 07:25,0.1144,1.7199,Bering flounder,Hippoglossoides robustus,10140,43,2.8,10.3,94,201801,223
62.26311,-169.66134,NBS-27,70,2018,8/2/2018 11:09,0.0822,0.7042,Bering flounder,Hippoglossoides robustus,10140,39,2.8,10.9,94,201801,224
61.25222,-170.65469,NBS-21,81,2018,8/3/2018 07:27,0.6616,2.9646,Bering flounder,Hippoglossoides robustus,10140,48,3.3,9.7,94,201801,227
60.76125,-170.58796,NBS-22,81,2018,8/3/2018 11:01,0.0202,0.2249,Bering flounder,Hippoglossoides robustus,10140,53,4.2,9.8,94,201801,228
62.24431,-175.21994,NBS-1,81,2018,8/1/2018 07:38,3.1624,30.9299,Bering flounder,Hippoglossoides robustus,10140,78,1.4,9.1,162,201801,196
62.2492,-174.01861,NBS-3,81,2018,8/1/2018 11:37,6.5781,48.419,Bering flounder,Hippoglossoides robustus,10140,64,1.9,9.4,162,201801,197
62.73051,-174.07743,NBS-2,81,2018,8/1/2018 15:11,28.7288,285.278,Bering flounder,Hippoglossoides robustus,10140,71,1.7,9.6,162,201801,198
62.73719,-173.0872,NBS-5,81,2018,8/1/2018 18:44,12.625,120.2771,Bering flounder,Hippoglossoides robustus,10140,64,1.2,9.8,162,201801,199
62.26327,-172.91771,NBS-6,81,2018,8/2/2018 07:39,5.0445,31.5795,Bering flounder,Hippoglossoides robustus,10140,57,2,9.8,162,201801,200
61.76376,-172.8032,NBS-7,81,2018,8/2/2018 11:07,4.0247,18.021,Bering flounder,Hippoglossoides robustus,10140,62,2.6,9.9,162,201801,201
61.7508,-171.84866,NBS-13,81,2018,8/2/2018 14:36,1.4812,5.6646,Bering flounder,Hippoglossoides robustus,10140,56,2.6,10.3,162,201801,202
62.23029,-171.90859,NBS-12,70,2018,8/2/2018 18:19,0.1841,1.1088,Bering flounder,Hippoglossoides robustus,10140,47,2.7,10.2,162,201801,203
63.24582,-171.9725,NBS-10,70,2018,8/3/2018 11:39,0.0663,1.0397,Bering flounder,Hippoglossoides robustus,10140,58,1,10,162,201801,206
62.81744,-171.99411,NBS-11,70,2018,8/3/2018 14:59,7.5898,31.2441,Bering flounder,Hippoglossoides robustus,10140,52,2.2,10.3,162,201801,207
63.24156,-173.11936,NBS-4,81,2018,8/4/2018 07:41,11.0981,124.5229,Bering flounder,Hippoglossoides robustus,10140,68,0.7,10.3,162,201801,208
64.23901,-171.0909,NBS-15,71,2018,8/4/2018 16:15,0.0326,1.3874,Bering flounder,Hippoglossoides robustus,10140,40,3.2,11.2,162,201801,209
64.73641,-170.06694,NBS-23,70,2018,8/5/2018 07:40,3.9428,48.9521,Bering flounder,Hippoglossoides robustus,10140,47,3.1,11,162,201801,210
65.23351,-168.98825,NBS-31,71,2018,8/5/2018 12:34,0.1695,0.8624,Bering flounder,Hippoglossoides robustus,10140,51,2.9,8.3,162,201801,211
65.25117,-167.8867,NBS-41,71,2018,8/5/2018 16:08,0.0891,1.6241,Bering flounder,Hippoglossoides robustus,10140,33,4,13.7,162,201801,212
63.73008,-166.59452,NBS-49,71,2018,8/9/2018 07:48,0.3144,8.2146,Bering flounder,Hippoglossoides robustus,10140,29,4.3,12.4,162,201801,213
64.24987,-166.59958,NBS-48,71,2018,8/9/2018 11:22,0.1501,0.4414,Bering flounder,Hippoglossoides robustus,10140,28,3.8,12.9,162,201801,214
64.25088,-167.63656,NBS-43,71,2018,8/9/2018 14:44,0.0246,0.7015,Bering flounder,Hippoglossoides robustus,10140,32,5,12.7,162,201801,215
64.75445,-167.78685,NBS-42,71,2018,8/10/2018 07:37,0.4124,8.9863,Bering flounder,Hippoglossoides robustus,10140,36,4.8,11.2,162,201801,216
64.74443,-168.87759,NBS-32,71,2018,8/10/2018 11:30,0.2368,3.4316,Bering flounder,Hippoglossoides robustus,10140,47,4.1,11.7,162,201801,217
64.27223,-168.81443,NBS-33,71,2018,8/10/2018 14:44,0.2644,3.5256,Bering flounder,Hippoglossoides robustus,10140,40,6.1,11.5,162,201801,218
64.24945,-169.94654,NBS-24,70,2018,8/10/2018 18:25,0.5695,9.5099,Bering flounder,Hippoglossoides robustus,10140,39,4.6,11.3,162,201801,219
63.75308,-169.96419,NBS-25,70,2018,8/11/2018 14:51,0.3367,7.0014,Bering flounder,Hippoglossoides robustus,10140,43,9,10,162,201801,222
63.77148,-167.66989,NBS-44,71,2018,8/12/2018 07:33,1.4617,32.8778,Bering flounder,Hippoglossoides robustus,10140,31,4.6,11.2,162,201801,224
63.25763,-167.61765,NBS-45,71,2018,8/12/2018 11:28,0.3779,7.5627,Bering flounder,Hippoglossoides robustus,10140,36,4.9,11.2,162,201801,225
62.76084,-167.58103,NBS-46,70,2018,8/13/2018 07:39,0.0069,0.2149,Bering flounder,Hippoglossoides robustus,10140,24,5.9,4.9,162,201801,228
60.76415,-169.48741,NBS-30,70,2018,8/14/2018 15:44,0.0111,0.4278,Bering flounder,Hippoglossoides robustus,10140,43,5.6,8.5,162,201801,234
61.25117,-172.73427,NBS-8,81,2018,7/31/2018 14:34,1.3573,2.3402,yellowfin sole,Limanda aspera,10210,66,4.2,9.8,94,201801,217
61.25612,-171.77692,NBS-14,81,2018,7/31/2018 18:24,4.8157,11.9035,yellowfin sole,Limanda aspera,10210,58,2.8,9.6,94,201801,218
61.7234,-170.75554,NBS-20,70,2018,8/1/2018 07:30,9.8004,36.1371,yellowfin sole,Limanda aspera,10210,49,3.6,10.5,94,201801,219
62.23226,-170.81739,NBS-19,70,2018,8/1/2018 11:04,26.3592,85.337,yellowfin sole,Limanda aspera,10210,45,1.8,10.2,94,201801,220
62.74098,-170.8993,NBS-18,70,2018,8/1/2018 14:38,48.069,114.6202,yellowfin sole,Limanda aspera,10210,44,1.4,10.2,94,201801,221
62.77532,-169.72241,NBS-26,70,2018,8/2/2018 07:25,130.3446,239.0658,yellowfin sole,Limanda aspera,10210,43,2.8,10.3,94,201801,223
62.26311,-169.66134,NBS-27,70,2018,8/2/2018 11:09,12.0843,35.68,yellowfin sole,Limanda aspera,10210,39,2.8,10.9,94,201801,224
61.76001,-169.59335,NBS-28,70,2018,8/2/2018 14:51,74.792,254.0077,yellowfin sole,Limanda aspera,10210,43,3.6,10.7,94,201801,225
61.25579,-169.50437,NBS-29,70,2018,8/2/2018 18:29,31.3504,169.2596,yellowfin sole,Limanda aspera,10210,42,4.4,10.1,94,201801,226
61.25222,-170.65469,NBS-21,81,2018,8/3/2018 07:27,93.778,332.9471,yellowfin sole,Limanda aspera,10210,48,3.3,9.7,94,201801,227
60.76125,-170.58796,NBS-22,81,2018,8/3/2018 11:01,9.3072,33.0633,yellowfin sole,Limanda aspera,10210,53,4.2,9.8,94,201801,228
62.24431,-175.21994,NBS-1,81,2018,8/1/2018 07:38,0.1389,0.4208,yellowfin sole,Limanda aspera,10210,78,1.4,9.1,162,201801,196
62.2492,-174.01861,NBS-3,81,2018,8/1/2018 11:37,6.6612,15.2353,yellowfin sole,Limanda aspera,10210,64,1.9,9.4,162,201801,197
62.73051,-174.07743,NBS-2,81,2018,8/1/2018 15:11,2.5185,5.1272,yellowfin sole,Limanda aspera,10210,71,1.7,9.6,162,201801,198
62.73719,-173.0872,NBS-5,81,2018,8/1/2018 18:44,1.6579,2.8444,yellowfin sole,Limanda aspera,10210,64,1.2,9.8,162,201801,199
62.26327,-172.91771,NBS-6,81,2018,8/2/2018 07:39,8.4583,13.6845,yellowfin sole,Limanda aspera,10210,57,2,9.8,162,201801,200
61.76376,-172.8032,NBS-7,81,2018,8/2/2018 11:07,10.4264,21.4536,yellowfin sole,Limanda aspera,10210,62,2.6,9.9,162,201801,201
61.7508,-171.84866,NBS-13,81,2018,8/2/2018 14:36,12.6531,27.9035,yellowfin sole,Limanda aspera,10210,56,2.6,10.3,162,201801,202
62.23029,-171.90859,NBS-12,70,2018,8/2/2018 18:19,26.1201,72.0736,yellowfin sole,Limanda aspera,10210,47,2.7,10.2,162,201801,203
63.26249,-171.1148,NBS-17,70,2018,8/3/2018 08:54,4.0643,4.9869,yellowfin sole,Limanda aspera,10210,34,2.2,10.6,162,201801,205
63.24582,-171.9725,NBS-10,70,2018,8/3/2018 11:39,12.9036,24.1201,yellowfin sole,Limanda aspera,10210,58,1,10,162,201801,206
62.81744,-171.99411,NBS-11,70,2018,8/3/2018 14:59,8.1708,16.7753,yellowfin sole,Limanda aspera,10210,52,2.2,10.3,162,201801,207
63.24156,-173.11936,NBS-4,81,2018,8/4/2018 07:41,0.4977,0.6408,yellowfin sole,Limanda aspera,10210,68,0.7,10.3,162,201801,208
64.23901,-171.0909,NBS-15,71,2018,8/4/2018 16:15,0.2254,1.0405,yellowfin sole,Limanda aspera,10210,40,3.2,11.2,162,201801,209
64.73641,-170.06694,NBS-23,70,2018,8/5/2018 07:40,0.1119,0.6196,yellowfin sole,Limanda aspera,10210,47,3.1,11,162,201801,210
65.23351,-168.98825,NBS-31,71,2018,8/5/2018 12:34,0.3256,0.8624,yellowfin sole,Limanda aspera,10210,51,2.9,8.3,162,201801,211
65.25117,-167.8867,NBS-41,71,2018,8/5/2018 16:08,0.4417,5.5682,yellowfin sole,Limanda aspera,10210,33,4,13.7,162,201801,212
63.73008,-166.59452,NBS-49,71,2018,8/9/2018 07:48,18.8548,59.3277,yellowfin sole,Limanda aspera,10210,29,4.3,12.4,162,201801,213
64.24987,-166.59958,NBS-48,71,2018,8/9/2018 11:22,8.5711,22.2884,yellowfin sole,Limanda aspera,10210,28,3.8,12.9,162,201801,214
64.25088,-167.63656,NBS-43,71,2018,8/9/2018 14:44,9.0892,95.6343,yellowfin sole,Limanda aspera,10210,32,5,12.7,162,201801,215
64.75445,-167.78685,NBS-42,71,2018,8/10/2018 07:37,1.5325,14.8152,yellowfin sole,Limanda aspera,10210,36,4.8,11.2,162,201801,216
64.74443,-168.87759,NBS-32,71,2018,8/10/2018 11:30,34.3679,42.4666,yellowfin sole,Limanda aspera,10210,47,4.1,11.7,162,201801,217
64.27223,-168.81443,NBS-33,71,2018,8/10/2018 14:44,20.9988,78.5716,yellowfin sole,Limanda aspera,10210,40,6.1,11.5,162,201801,218
64.24945,-169.94654,NBS-24,70,2018,8/10/2018 18:25,3.1111,3.5323,yellowfin sole,Limanda aspera,10210,39,4.6,11.3,162,201801,219
63.75659,-172.29498,NBS-9,70,2018,8/11/2018 07:42,1.0189,2.8994,yellowfin sole,Limanda aspera,10210,52,1,9.9,162,201801,220
63.86494,-171.2465,NBS-16,71,2018,8/11/2018 10:59,5.8683,16.2874,yellowfin sole,Limanda aspera,10210,26,9.1,9.3,162,201801,221
63.75308,-169.96419,NBS-25,70,2018,8/11/2018 14:51,15.8383,27.3966,yellowfin sole,Limanda aspera,10210,43,9,10,162,201801,222
63.75038,-168.83549,NBS-34,71,2018,8/11/2018 18:19,13.2518,35.85,yellowfin sole,Limanda aspera,10210,34,6.4,11,162,201801,223
63.77148,-167.66989,NBS-44,71,2018,8/12/2018 07:33,24.5232,111.8758,yellowfin sole,Limanda aspera,10210,31,4.6,11.2,162,201801,224
63.25763,-167.61765,NBS-45,71,2018,8/12/2018 11:28,27.1661,100.3774,yellowfin sole,Limanda aspera,10210,36,4.9,11.2,162,201801,225
63.24092,-168.54551,NBS-40,71,2018,8/12/2018 14:50,2.8449,5.3343,yellowfin sole,Limanda aspera,10210,32,3,9.8,162,201801,226
62.75991,-168.66339,NBS-36,70,2018,8/12/2018 17:59,75.2271,140.4868,yellowfin sole,Limanda aspera,10210,40,4.3,10,162,201801,227
62.76084,-167.58103,NBS-46,70,2018,8/13/2018 07:39,39.4962,131.9477,yellowfin sole,Limanda aspera,10210,24,5.9,4.9,162,201801,228
62.26211,-167.54307,NBS-47,70,2018,8/13/2018 11:17,24.5691,60.6511,yellowfin sole,Limanda aspera,10210,25,7.1,11.2,162,201801,229
62.26547,-168.62546,NBS-35,70,2018,8/13/2018 15:35,57.3091,183.147,yellowfin sole,Limanda aspera,10210,33,4,10.8,162,201801,230
61.78443,-168.62122,NBS-37,70,2018,8/13/2018 19:04,94.7583,245.7192,yellowfin sole,Limanda aspera,10210,34,6.7,9.9,162,201801,231
61.27117,-168.60603,NBS-38,70,2018,8/14/2018 07:53,47.3128,251.623,yellowfin sole,Limanda aspera,10210,33,8.7,8.9,162,201801,232
60.76255,-168.53513,NBS-39,70,2018,8/14/2018 11:31,45.8757,175.739,yellowfin sole,Limanda aspera,10210,35,9.6,9.6,162,201801,233
60.76415,-169.48741,NBS-30,70,2018,8/14/2018 15:44,46.8186,184.3741,yellowfin sole,Limanda aspera,10210,43,5.6,8.5,162,201801,234
65.25117,-167.8867,NBS-41,71,2018,8/5/2018 16:08,0.0028,0.232,longhead dab,Limanda proboscidea,10211,33,4,13.7,162,201801,212
63.73008,-166.59452,NBS-49,71,2018,8/9/2018 07:48,0.026,0.2282,longhead dab,Limanda proboscidea,10211,29,4.3,12.4,162,201801,213
64.24987,-166.59958,NBS-48,71,2018,8/9/2018 11:22,0.038,0.4414,longhead dab,Limanda proboscidea,10211,28,3.8,12.9,162,201801,214
64.25088,-167.63656,NBS-43,71,2018,8/9/2018 14:44,0.1342,3.0397,longhead dab,Limanda proboscidea,10211,32,5,12.7,162,201801,215
64.75445,-167.78685,NBS-42,71,2018,8/10/2018 07:37,0.2001,2.6716,longhead dab,Limanda proboscidea,10211,36,4.8,11.2,162,201801,216
63.86494,-171.2465,NBS-16,71,2018,8/11/2018 10:59,0.7186,3.3533,longhead dab,Limanda proboscidea,10211,26,9.1,9.3,162,201801,221
63.75308,-169.96419,NBS-25,70,2018,8/11/2018 14:51,0.1132,0.3044,longhead dab,Limanda proboscidea,10211,43,9,10,162,201801,222
