LATITUDE,LONGITUDE,STATION,STRATUM,YEAR,DATETIME,CPUE_KGHA,CPUE_NOHA,COMMON_NAME,SCIENTIFIC_NAME,SPECIES_CODE,BOTTOM_DEPTH,BOTTOM_TEMPERATURE,SURFACE_TEMPERATURE,VESSEL,CRUISE,HAUL
62.97382,-166.02683,Y-04,70,7/2/1905 00:00,8/5/2010 10:06,5.9363,2.9135,Pacific halibut,Hippoglossus stenolepis,10120,21,7.9,11.9,94,201002,56
65.0101,-168.34465,EE-01,71,7/2/1905 00:00,8/3/2010 07:08,0.4114,0.2292,Pacific halibut,Hippoglossus stenolepis,10120,45,2.5,9.3,94,201002,46
61.32565,-168.06697,T-01,70,7/2/1905 00:00,7/24/2010 18:03,4.6559,1.9501,Pacific halibut,Hippoglossus stenolepis,10120,28,2.9,7.6,94,201002,5
61.98393,-167.41658,V-02,70,7/2/1905 00:00,7/26/2010 07:05,1.578,0.9865,Pacific halibut,Hippoglossus stenolepis,10120,25,2.8,8,94,201002,10
63.31945,-168.24468,ZZ-01,71,7/2/1905 00:00,7/27/2010 13:25,0.1583,2.8437,Bering flounder,Hippoglossoides robustus,10140,27,0.5,1.4,94,201002,17
64.01273,-171.34162,BB-21,71,7/2/1905 00:00,7/29/2010 10:15,0.0522,1.1655,Bering flounder,Hippoglossoides robustus,10140,28,0.1,8.5,94,201002,25
63.98052,-169.77357,BB-19,71,7/2/1905 00:00,7/28/2010 19:15,0.0289,0.667,Bering flounder,Hippoglossoides robustus,10140,34,2,6.2,94,201002,23
63.64828,-169.74898,AA-19,71,7/2/1905 00:00,7/28/2010 16:43,0.0021,0.2122,Bering flounder,Hippoglossoides robustus,10140,39,6.3,7.7,94,201002,22
63.68055,-169.00202,AA-18,71,7/2/1905 00:00,7/28/2010 13:59,0.4752,6.1327,Bering flounder,Hippoglossoides robustus,10140,35,3.6,7.6,94,201002,21
64.30527,-169.12482,CC-18,71,7/2/1905 00:00,7/30/2010 15:55,0.0109,0.4357,Bering flounder,Hippoglossoides robustus,10140,39,1.4,8.5,94,201002,32
64.30922,-169.82915,CC-19,71,7/2/1905 00:00,7/30/2010 13:13,0.0273,0.4329,Bering flounder,Hippoglossoides robustus,10140,38,1.3,2.5,94,201002,31
64.63747,-170.61765,DD-20,71,7/2/1905 00:00,8/1/2010 07:12,0.4904,17.9659,Bering flounder,Hippoglossoides robustus,10140,47,2.3,2.2,94,201002,37
64.66873,-168.36397,DD-01,71,7/2/1905 00:00,7/31/2010 16:11,0.0436,0.9369,Bering flounder,Hippoglossoides robustus,10140,38,2,6.6,94,201002,36
64.34282,-168.32537,CC-01,71,7/2/1905 00:00,7/31/2010 12:01,0.131,2.8265,Bering flounder,Hippoglossoides robustus,10140,38,2.8,7.5,94,201002,35
63.978,-168.3002,BB-01,71,7/2/1905 00:00,7/31/2010 07:11,0.2683,13.6979,Bering flounder,Hippoglossoides robustus,10140,35,4.2,7.4,94,201002,34
64.01918,-169.04827,BB-18,71,7/2/1905 00:00,7/30/2010 18:39,0.2291,2.1656,Bering flounder,Hippoglossoides robustus,10140,34,1.4,9.2,94,201002,33
65.32702,-168.42677,FF-01,71,7/2/1905 00:00,8/2/2010 10:10,0.6108,7.9674,Bering flounder,Hippoglossoides robustus,10140,53,2,8.9,94,201002,43
65.01542,-169.88993,EE-19,71,7/2/1905 00:00,8/1/2010 18:26,0.3474,8.5228,Bering flounder,Hippoglossoides robustus,10140,49,2,4.9,94,201002,41
65.02415,-169.1029,EE-18,71,7/2/1905 00:00,8/1/2010 15:40,0.1849,4.1744,Bering flounder,Hippoglossoides robustus,10140,48,2.3,3.2,94,201002,40
64.64222,-169.18483,DD-18,71,7/2/1905 00:00,8/1/2010 12:46,0.1784,3.5094,Bering flounder,Hippoglossoides robustus,10140,42,1.9,5,94,201002,39
64.6786,-169.90315,DD-19,71,7/2/1905 00:00,8/1/2010 09:53,1.4758,32.8307,Bering flounder,Hippoglossoides robustus,10140,46,1.8,9.1,94,201002,38
64.32705,-166.81525,CC-03,71,7/2/1905 00:00,8/3/2010 17:35,0.0292,2.338,Bering flounder,Hippoglossoides robustus,10140,30,0.7,11.9,94,201002,49
64.64992,-166.8244,DD-03,71,7/2/1905 00:00,8/3/2010 13:34,0.0943,6.3596,Bering flounder,Hippoglossoides robustus,10140,26,2.4,11.2,94,201002,48
64.68485,-167.60737,DD-02,71,7/2/1905 00:00,8/3/2010 10:39,0.0057,0.2387,Bering flounder,Hippoglossoides robustus,10140,31,0.6,9,94,201002,47
65.0101,-168.34465,EE-01,71,7/2/1905 00:00,8/3/2010 07:08,0.567,14.8972,Bering flounder,Hippoglossoides robustus,10140,45,2.5,9.3,94,201002,46
65.0047,-167.615,EE-02,71,7/2/1905 00:00,8/2/2010 16:51,0.0048,0.22,Bering flounder,Hippoglossoides robustus,10140,33,3.2,9.2,94,201002,45
63.36122,-166.76678,ZZ-03,71,7/2/1905 00:00,8/4/2010 18:42,0.0554,2.4957,Bering flounder,Hippoglossoides robustus,10140,27,2.9,11,94,201002,54
61.31817,-168.76693,T-18,70,7/2/1905 00:00,7/30/2010 19:31,0.5856,1.2199,Bering flounder,Hippoglossoides robustus,10140,34,0.4,8.7,89,201002,3
60.98295,-168.73173,S-18,70,7/2/1905 00:00,7/30/2010 16:55,0.0051,0.4857,Bering flounder,Hippoglossoides robustus,10140,37,0.8,8.5,89,201002,2
61.67337,-169.5049,U-19,70,7/2/1905 00:00,8/1/2010 14:48,0.1305,1.2262,Bering flounder,Hippoglossoides robustus,10140,42,-1,9.7,89,201002,12
62.01638,-169.54808,V-19,70,7/2/1905 00:00,8/1/2010 12:12,0.4624,5.5491,Bering flounder,Hippoglossoides robustus,10140,42,-1.1,9.5,89,201002,11
62.66702,-173.93643,X-25,81,7/2/1905 00:00,8/5/2010 16:01,0.1589,4.6042,Bering flounder,Hippoglossoides robustus,10140,69,-1.6,9,162,201002,5
62.65517,-174.63522,X-26,81,7/2/1905 00:00,8/5/2010 13:11,2.4893,66.0507,Bering flounder,Hippoglossoides robustus,10140,73,-1.5,9,162,201002,4
62.01412,-173.0444,V-24,81,7/2/1905 00:00,8/7/2010 12:48,2.6167,44.4661,Bering flounder,Hippoglossoides robustus,10140,58,-1.4,9.4,162,201002,14
62.3416,-173.15248,W-24,81,7/2/1905 00:00,8/7/2010 10:15,1.43,42.9994,Bering flounder,Hippoglossoides robustus,10140,58,-1.5,9,162,201002,13
62.6812,-173.17917,X-24,81,7/2/1905 00:00,8/7/2010 07:33,0.1257,8.0144,Bering flounder,Hippoglossoides robustus,10140,63,-1.6,9.1,162,201002,12
62.68162,-172.45557,X-23,81,7/2/1905 00:00,8/6/2010 18:52,1.3859,37.4921,Bering flounder,Hippoglossoides robustus,10140,53,-1.2,8.9,162,201002,11
63.01703,-172.60907,Y-23,81,7/2/1905 00:00,8/6/2010 16:11,0.3243,9.1566,Bering flounder,Hippoglossoides robustus,10140,60,-1.2,9.4,162,201002,10
61.33037,-172.12403,T-23,81,7/2/1905 00:00,8/8/2010 11:18,0.3229,27.5089,Bering flounder,Hippoglossoides robustus,10140,61,-1.3,9.2,162,201002,18
61.6752,-172.26853,U-23,81,7/2/1905 00:00,8/8/2010 07:46,0.4205,26.5676,Bering flounder,Hippoglossoides robustus,10140,60,-1.2,9.3,162,201002,17
61.34813,-172.91573,T-24,81,7/2/1905 00:00,8/7/2010 18:17,1.07,36.2675,Bering flounder,Hippoglossoides robustus,10140,68,-1.4,9.8,162,201002,16
61.6815,-173.08012,U-24,81,7/2/1905 00:00,8/7/2010 15:27,0.8888,30.705,Bering flounder,Hippoglossoides robustus,10140,65,-1.3,9.4,162,201002,15
60.65348,-170.7545,R-21,81,7/2/1905 00:00,8/2/2010 15:11,0.1914,5.4274,Bering flounder,Hippoglossoides robustus,10140,62,0.5,11.9,89,201002,17
61.65798,-171.53878,U-22,81,7/2/1905 00:00,8/3/2010 17:33,0.6907,13.3094,Bering flounder,Hippoglossoides robustus,10140,55,-1.2,8.9,89,201002,23
61.33077,-171.48933,T-22,81,7/2/1905 00:00,8/3/2010 15:08,0.4127,9.0448,Bering flounder,Hippoglossoides robustus,10140,55,-1.1,9.1,89,201002,22
61.33793,-170.77408,T-21,81,7/2/1905 00:00,8/3/2010 12:27,1.2811,11.7151,Bering flounder,Hippoglossoides robustus,10140,41,1,11.2,89,201002,21
60.9981,-170.84488,S-21,81,7/2/1905 00:00,8/2/2010 17:47,0.6215,8.8384,Bering flounder,Hippoglossoides robustus,10140,54,-1.3,9.2,89,201002,18
62.32177,-172.40093,W-23,81,7/2/1905 00:00,8/4/2010 17:52,4.3674,50.1436,Bering flounder,Hippoglossoides robustus,10140,54,-1.2,8.8,89,201002,28
61.97613,-172.36885,V-23,81,7/2/1905 00:00,8/4/2010 15:22,4.9762,39.7095,Bering flounder,Hippoglossoides robustus,10140,56,-1.2,9,89,201002,27
61.65965,-170.86265,U-21,81,7/2/1905 00:00,8/4/2010 07:38,1.1952,18.7185,Bering flounder,Hippoglossoides robustus,10140,50,-1.1,9,89,201002,24
62.32792,-171.74788,W-22,81,7/2/1905 00:00,8/5/2010 07:34,3.2624,18.1133,Bering flounder,Hippoglossoides robustus,10140,47,-0.9,8.7,89,201002,29
62.98648,-167.48463,Y-02,70,7/2/1905 00:00,7/27/2010 07:07,0.1831,7.8336,Bering flounder,Hippoglossoides robustus,10140,34,1.2,6.6,94,201002,15
62.65202,-167.48878,X-02,70,7/2/1905 00:00,7/26/2010 19:28,0.0742,2.0869,Bering flounder,Hippoglossoides robustus,10140,27,1.3,7.3,94,201002,14
62.6493,-168.1882,X-01,70,7/2/1905 00:00,7/26/2010 16:01,0.0843,3.1712,Bering flounder,Hippoglossoides robustus,10140,33,-0.1,7.7,94,201002,13
62.32017,-168.14393,W-01,70,7/2/1905 00:00,7/26/2010 12:37,0.0456,0.2304,Bering flounder,Hippoglossoides robustus,10140,29,-0.3,7.9,94,201002,12
62.32337,-167.43547,W-02,70,7/2/1905 00:00,7/26/2010 09:48,0.0136,0.2428,Bering flounder,Hippoglossoides robustus,10140,25,0.8,8,94,201002,11
62.98922,-168.20485,Y-01,70,7/2/1905 00:00,7/27/2010 09:56,0.0587,2.018,Bering flounder,Hippoglossoides robustus,10140,39,0.7,7,94,201002,16
63.00898,-166.7415,Y-03,70,7/2/1905 00:00,8/5/2010 07:08,0.0053,0.6684,Bering flounder,Hippoglossoides robustus,10140,28,4.2,10.7,94,201002,55
62.65552,-168.9043,X-18,70,7/2/1905 00:00,7/31/2010 14:43,0.1953,6.2686,Bering flounder,Hippoglossoides robustus,10140,37,-0.6,8,89,201002,7
62.31892,-168.87245,W-18,70,7/2/1905 00:00,7/31/2010 12:18,0.0719,1.0126,Bering flounder,Hippoglossoides robustus,10140,35,-0.9,9.4,89,201002,6
61.98697,-168.84008,V-18,70,7/2/1905 00:00,7/31/2010 09:50,0.0565,1.9647,Bering flounder,Hippoglossoides robustus,10140,37,-0.7,9.1,89,201002,5
61.65305,-168.80163,U-18,70,7/2/1905 00:00,7/31/2010 07:15,0.4388,0.7836,Bering flounder,Hippoglossoides robustus,10140,37,-0.2,9,89,201002,4
62.34737,-169.5963,W-19,70,7/2/1905 00:00,8/1/2010 09:44,1.3248,8.081,Bering flounder,Hippoglossoides robustus,10140,37,-0.8,9.2,89,201002,10
62.676,-169.57675,X-19,70,7/2/1905 00:00,8/1/2010 07:15,0.3487,6.6021,Bering flounder,Hippoglossoides robustus,10140,40,1.5,11.2,89,201002,9
62.93715,-168.986,Y-18,70,7/2/1905 00:00,7/31/2010 18:17,0.0557,1.1655,Bering flounder,Hippoglossoides robustus,10140,29,0.9,7,89,201002,8
60.66797,-170.03462,R-20,70,7/2/1905 00:00,8/2/2010 12:31,0.9951,5.5654,Bering flounder,Hippoglossoides robustus,10140,50,-1.3,9.4,89,201002,16
60.66768,-169.35685,R-19,70,7/2/1905 00:00,8/2/2010 10:05,0.0134,0.2479,Bering flounder,Hippoglossoides robustus,10140,43,-0.7,9.7,89,201002,15
61.01115,-169.42953,S-19,70,7/2/1905 00:00,8/2/2010 07:22,0.0185,0.7393,Bering flounder,Hippoglossoides robustus,10140,42,-0.7,9.5,89,201002,14
61.34832,-169.46143,T-19,70,7/2/1905 00:00,8/1/2010 17:12,0.1592,0.3651,Bering flounder,Hippoglossoides robustus,10140,41,-0.7,9.9,89,201002,13
61.32553,-170.0987,T-20,70,7/2/1905 00:00,8/3/2010 10:00,1.8378,6.3945,Bering flounder,Hippoglossoides robustus,10140,47,-1.2,9.1,89,201002,20
60.98112,-170.09193,S-20,70,7/2/1905 00:00,8/3/2010 07:28,1.0341,8.1637,Bering flounder,Hippoglossoides robustus,10140,48,-1.1,9.4,89,201002,19
61.99648,-171.6442,V-22,70,7/2/1905 00:00,8/4/2010 12:42,1.6718,21.1787,Bering flounder,Hippoglossoides robustus,10140,52,-1.2,8.8,89,201002,26
61.99455,-170.95498,V-21,70,7/2/1905 00:00,8/4/2010 10:13,1.1883,13.7973,Bering flounder,Hippoglossoides robustus,10140,49,-1,9.1,89,201002,25
63.3081,-171.97583,ZZ-22,70,7/2/1905 00:00,8/5/2010 14:47,0.058,3.8655,Bering flounder,Hippoglossoides robustus,10140,61,0.1,9.1,89,201002,32
62.97495,-171.79808,Y-22,70,7/2/1905 00:00,8/5/2010 12:23,1.0346,39.9504,Bering flounder,Hippoglossoides robustus,10140,53,-1.4,8.7,89,201002,31
62.65408,-171.81212,X-22,70,7/2/1905 00:00,8/5/2010 10:02,3.4229,37.214,Bering flounder,Hippoglossoides robustus,10140,49,-1,8.7,89,201002,30
62.35242,-170.28513,W-20,70,7/2/1905 00:00,8/7/2010 07:31,1.9067,12.8564,Bering flounder,Hippoglossoides robustus,10140,40,-0.9,9.3,89,201002,39
62.35522,-171.04742,W-21,70,7/2/1905 00:00,8/6/2010 18:27,2.0435,14.7728,Bering flounder,Hippoglossoides robustus,10140,43,-0.8,9,89,201002,38
62.65313,-171.08255,X-21,70,7/2/1905 00:00,8/6/2010 15:46,1.1481,6.3678,Bering flounder,Hippoglossoides robustus,10140,45,-0.9,8.8,89,201002,37
62.67765,-170.34105,X-20,70,7/2/1905 00:00,8/6/2010 13:17,0.7265,12.1422,Bering flounder,Hippoglossoides robustus,10140,43,-1.1,9.6,89,201002,36
62.95192,-170.50662,Y-20,70,7/2/1905 00:00,8/6/2010 10:59,2.5876,9.6193,Bering flounder,Hippoglossoides robustus,10140,42,-0.8,9.5,89,201002,35
62.998,-171.15408,Y-21,70,7/2/1905 00:00,8/6/2010 07:30,2.0565,22.0792,Bering flounder,Hippoglossoides robustus,10140,47,-0.9,8.7,89,201002,34
61.67145,-170.21017,U-20,70,7/2/1905 00:00,8/7/2010 12:39,0.3822,3.2049,Bering flounder,Hippoglossoides robustus,10140,46,-1.2,9.6,89,201002,41
62.01268,-170.25692,V-20,70,7/2/1905 00:00,8/7/2010 10:03,0.6137,7.903,Bering flounder,Hippoglossoides robustus,10140,47,-1,9.5,89,201002,40
64.32538,-163.7621,CC-07,71,7/2/1905 00:00,8/8/2010 20:42,0.0051,0.2139,Bering flounder,Hippoglossoides robustus,10140,17,7.2,15.2,94,201002,75
63.97832,-161.52122,BB-10,71,7/2/1905 00:00,8/8/2010 09:29,0.0103,0.2239,Bering flounder,Hippoglossoides robustus,10140,18,3,16.7,94,201002,71
64.32988,-166.01243,CC-04,71,7/2/1905 00:00,8/9/2010 12:37,0.0226,1.6171,Bering flounder,Hippoglossoides robustus,10140,23,6.6,12.4,94,201002,78
64.3209,-165.28733,CC-05,71,7/2/1905 00:00,8/9/2010 09:57,0.0382,4.7724,Bering flounder,Hippoglossoides robustus,10140,24,7.1,11.5,94,201002,77
63.67842,-168.2923,AA-01,71,7/2/1905 00:00,7/28/2010 11:07,0.0963,1.907,Bering flounder,Hippoglossoides robustus,10140,32,1.9,7,94,201002,20
63.65297,-167.53097,AA-02,71,7/2/1905 00:00,7/28/2010 07:09,0.0622,1.4147,Bering flounder,Hippoglossoides robustus,10140,28,0.7,7.1,94,201002,19
63.31822,-167.51027,ZZ-02,71,7/2/1905 00:00,7/27/2010 16:55,0.0202,0.6727,Bering flounder,Hippoglossoides robustus,10140,33,0.6,7.7,94,201002,18
63.6777,-166.78432,AA-03,71,7/2/1905 00:00,8/4/2010 16:02,0.0746,2.9054,Bering flounder,Hippoglossoides robustus,10140,30,0.8,10.6,94,201002,53
64.01647,-167.56212,BB-02,71,7/2/1905 00:00,8/4/2010 10:12,0.0754,1.4889,Bering flounder,Hippoglossoides robustus,10140,35,1.1,9.8,94,201002,51
63.65072,-166.04002,AA-04,71,7/2/1905 00:00,8/6/2010 07:02,0.0539,1.685,Bering flounder,Hippoglossoides robustus,10140,26,3,11.4,94,201002,60
63.32395,-166.03523,ZZ-04,71,7/2/1905 00:00,8/5/2010 12:48,0.0089,0.4692,Bering flounder,Hippoglossoides robustus,10140,24,3,11.8,94,201002,57
64.00938,-163.79893,BB-07,71,7/2/1905 00:00,8/7/2010 07:10,0.0054,0.224,Bering flounder,Hippoglossoides robustus,10140,20,5.7,15.2,94,201002,65
63.98262,-166.02893,BB-04,71,7/2/1905 00:00,8/6/2010 09:38,0.0107,0.4643,Bering flounder,Hippoglossoides robustus,10140,24,2.1,11.9,94,201002,61
63.67602,-172.71473,AA-23,81,7/2/1905 00:00,7/29/2010 18:14,0.4481,2.9732,Bering flounder,Hippoglossoides robustus,10140,55,0,9.3,94,201002,28
62.32398,-174.53585,W-26,81,7/2/1905 00:00,8/5/2010 10:16,2.2544,43.7898,Bering flounder,Hippoglossoides robustus,10140,70,-1.4,9.1,162,201002,3
